55,34,1581.00,346.00,339.00,158.00,1,-1,-1,-1
56,34,1509.00,347.00,411.00,160.00,1,-1,-1,-1
57,34,1445.00,345.00,432.00,157.00,1,-1,-1,-1
58,34,1378.00,343.00,433.00,158.00,1,-1,-1,-1
59,34,1312.00,344.00,430.00,157.00,1,-1,-1,-1
60,34,1247.00,344.00,428.00,156.00,1,-1,-1,-1
61,34,1181.00,345.00,425.00,156.00,1,-1,-1,-1
62,34,1116.00,345.00,423.00,155.00,1,-1,-1,-1
63,34,1050.00,346.00,420.00,154.00,1,-1,-1,-1
64,34,972.00,347.00,421.00,154.00,1,-1,-1,-1
65,34,893.00,348.00,422.00,154.00,1,-1,-1,-1
66,34,815.00,349.00,423.00,154.00,1,-1,-1,-1
67,34,737.00,349.00,424.00,153.00,1,-1,-1,-1
68,34,658.00,350.00,425.00,153.00,1,-1,-1,-1
69,34,580.00,351.00,426.00,153.00,1,-1,-1,-1
70,34,500.00,353.00,420.00,154.00,1,-1,-1,-1
71,34,419.00,354.00,414.00,156.00,1,-1,-1,-1
72,34,339.00,356.00,409.00,157.00,1,-1,-1,-1
73,34,258.00,357.00,403.00,159.00,1,-1,-1,-1
74,34,178.00,359.00,397.00,160.00,1,-1,-1,-1
75,34,98.00,362.00,390.00,159.00,1,-1,-1,-1
76,34,17.00,364.00,383.00,158.00,1,-1,-1,-1
77,34,0.00,363.00,318.00,160.00,1,-1,-1,-1
84,7,1572.00,342.00,348.00,163.00,1,-1,-1,-1
85,7,1508.00,341.00,412.00,159.00,1,-1,-1,-1
86,7,1455.00,340.00,432.00,164.00,1,-1,-1,-1
87,7,1386.00,341.00,436.00,164.00,1,-1,-1,-1
88,7,1316.00,341.00,441.00,164.00,1,-1,-1,-1
89,7,1247.00,342.00,445.00,164.00,1,-1,-1,-1
90,7,1178.00,342.00,449.00,164.00,1,-1,-1,-1
91,7,1108.00,343.00,454.00,164.00,1,-1,-1,-1
92,7,1039.00,343.00,458.00,164.00,1,-1,-1,-1
93,7,959.00,344.00,458.00,165.00,1,-1,-1,-1
94,7,878.00,345.00,458.00,165.00,1,-1,-1,-1
95,7,798.00,346.00,459.00,166.00,1,-1,-1,-1
96,7,717.00,347.00,459.00,166.00,1,-1,-1,-1
97,7,637.00,348.00,459.00,167.00,1,-1,-1,-1
98,7,557.00,348.00,459.00,167.00,1,-1,-1,-1
99,7,476.00,349.00,459.00,168.00,1,-1,-1,-1
100,7,396.00,350.00,460.00,168.00,1,-1,-1,-1
101,7,315.00,351.00,460.00,169.00,1,-1,-1,-1
102,7,235.00,352.00,460.00,169.00,1,-1,-1,-1
103,7,156.00,354.00,439.00,171.00,1,-1,-1,-1
103,54,1578.00,369.00,342.00,132.00,1,-1,-1,-1
104,7,76.00,356.00,418.00,172.00,1,-1,-1,-1
104,54,1512.00,371.00,382.00,131.00,1,-1,-1,-1
105,7,27.00,363.00,415.00,159.00,1,-1,-1,-1
105,54,1437.00,371.00,385.00,132.00,1,-1,-1,-1
106,7,0.00,368.00,357.00,154.00,1,-1,-1,-1
106,54,1362.00,371.00,387.00,132.00,1,-1,-1,-1
107,54,1287.00,371.00,390.00,133.00,1,-1,-1,-1
108,54,1213.00,371.00,393.00,134.00,1,-1,-1,-1
109,54,1138.00,371.00,396.00,135.00,1,-1,-1,-1
110,54,1063.00,371.00,398.00,135.00,1,-1,-1,-1
111,54,988.00,371.00,401.00,136.00,1,-1,-1,-1
112,54,903.00,372.00,400.00,136.00,1,-1,-1,-1
113,54,818.00,374.00,398.00,136.00,1,-1,-1,-1
114,35,556.00,186.00,1364.00,294.00,1,-1,-1,-1
114,54,733.00,375.00,397.00,136.00,1,-1,-1,-1
115,35,517.00,186.00,1403.00,294.00,1,-1,-1,-1
115,54,649.00,377.00,395.00,137.00,1,-1,-1,-1
116,35,477.00,187.00,1443.00,294.00,1,-1,-1,-1
116,54,564.00,378.00,394.00,137.00,1,-1,-1,-1
117,35,438.00,187.00,1482.00,295.00,1,-1,-1,-1
117,54,479.00,379.00,392.00,137.00,1,-1,-1,-1
118,35,398.00,188.00,1522.00,295.00,1,-1,-1,-1
118,54,394.00,381.00,391.00,137.00,1,-1,-1,-1
119,35,360.00,190.00,1526.00,293.00,1,-1,-1,-1
119,54,309.00,382.00,389.00,137.00,1,-1,-1,-1
120,35,323.00,191.00,1529.00,290.00,1,-1,-1,-1
120,54,226.00,385.00,383.00,136.00,1,-1,-1,-1
121,35,285.00,193.00,1533.00,288.00,1,-1,-1,-1
121,54,144.00,389.00,378.00,136.00,1,-1,-1,-1
122,35,244.00,194.00,1532.00,289.00,1,-1,-1,-1
122,54,61.00,392.00,372.00,135.00,1,-1,-1,-1
123,35,204.00,196.00,1530.00,290.00,1,-1,-1,-1
123,54,0.00,394.00,343.00,133.00,1,-1,-1,-1
124,35,163.00,197.00,1529.00,291.00,1,-1,-1,-1
125,35,122.00,198.00,1527.00,293.00,1,-1,-1,-1
126,35,81.00,199.00,1526.00,294.00,1,-1,-1,-1
127,35,41.00,201.00,1524.00,295.00,1,-1,-1,-1
128,8,1591.00,370.00,329.00,134.00,1,-1,-1,-1
128,9,0.00,516.00,489.00,254.00,1,-1,-1,-1
129,8,1477.00,370.00,331.00,134.00,1,-1,-1,-1
129,9,0.00,513.00,556.00,256.00,1,-1,-1,-1
130,8,1363.00,370.00,334.00,135.00,1,-1,-1,-1
130,9,0.00,509.00,623.00,258.00,1,-1,-1,-1
131,8,1250.00,370.00,336.00,135.00,1,-1,-1,-1
131,9,50.00,506.00,647.00,262.00,1,-1,-1,-1
132,8,1136.00,370.00,339.00,136.00,1,-1,-1,-1
132,9,100.00,502.00,672.00,267.00,1,-1,-1,-1
133,8,1022.00,370.00,341.00,136.00,1,-1,-1,-1
133,9,150.00,499.00,696.00,271.00,1,-1,-1,-1
134,8,896.00,372.00,350.00,137.00,1,-1,-1,-1
134,9,230.00,497.00,694.00,274.00,1,-1,-1,-1
135,8,771.00,374.00,358.00,137.00,1,-1,-1,-1
135,9,309.00,495.00,692.00,277.00,1,-1,-1,-1
136,9,349.00,492.00,694.00,277.00,1,-1,-1,-1
137,9,456.00,494.00,700.00,270.00,1,-1,-1,-1
138,9,549.00,494.00,692.00,269.00,1,-1,-1,-1
139,9,642.00,494.00,684.00,269.00,1,-1,-1,-1
140,9,735.00,494.00,675.00,268.00,1,-1,-1,-1
141,9,828.00,494.00,667.00,267.00,1,-1,-1,-1
142,9,922.00,495.00,659.00,267.00,1,-1,-1,-1
142,36,0.00,461.00,404.00,214.00,1,-1,-1,-1
143,9,1015.00,495.00,651.00,266.00,1,-1,-1,-1
143,36,0.00,455.00,453.00,219.00,1,-1,-1,-1
144,9,1108.00,495.00,642.00,265.00,1,-1,-1,-1
144,36,15.00,456.00,501.00,215.00,1,-1,-1,-1
145,9,1201.00,495.00,634.00,265.00,1,-1,-1,-1
145,36,60.00,455.00,510.00,217.00,1,-1,-1,-1
146,9,1294.00,495.00,626.00,264.00,1,-1,-1,-1
146,36,104.00,453.00,519.00,218.00,1,-1,-1,-1
147,9,1393.00,498.00,527.00,262.00,1,-1,-1,-1
147,36,149.00,452.00,528.00,220.00,1,-1,-1,-1
148,36,224.00,449.00,519.00,223.00,1,-1,-1,-1
149,36,299.00,446.00,510.00,226.00,1,-1,-1,-1
150,36,370.00,445.00,513.00,226.00,1,-1,-1,-1
151,36,447.00,443.00,517.00,227.00,1,-1,-1,-1
152,10,0.00,604.00,597.00,349.00,1,-1,-1,-1
152,36,524.00,441.00,521.00,227.00,1,-1,-1,-1
153,10,9.00,599.00,694.00,381.00,1,-1,-1,-1
153,36,602.00,440.00,525.00,228.00,1,-1,-1,-1
153,37,1537.00,360.00,355.00,135.00,1,-1,-1,-1
154,10,52.00,604.00,692.00,395.00,1,-1,-1,-1
154,36,679.00,438.00,529.00,228.00,1,-1,-1,-1
154,37,1393.00,360.00,363.00,140.00,1,-1,-1,-1
155,10,149.00,614.00,732.00,428.00,1,-1,-1,-1
155,36,756.00,436.00,533.00,229.00,1,-1,-1,-1
155,37,1249.00,360.00,372.00,144.00,1,-1,-1,-1
156,10,240.00,631.00,721.00,440.00,1,-1,-1,-1
156,36,833.00,434.00,537.00,229.00,1,-1,-1,-1
156,37,1106.00,359.00,380.00,149.00,1,-1,-1,-1
157,10,299.00,645.00,748.00,435.00,1,-1,-1,-1
157,36,927.00,433.00,532.00,230.00,1,-1,-1,-1
158,10,395.00,660.00,818.00,420.00,1,-1,-1,-1
158,36,1022.00,431.00,527.00,231.00,1,-1,-1,-1
158,37,818.00,359.00,397.00,158.00,1,-1,-1,-1
159,10,506.00,685.00,799.00,395.00,1,-1,-1,-1
159,36,1116.00,430.00,521.00,231.00,1,-1,-1,-1
159,37,680.00,362.00,395.00,158.00,1,-1,-1,-1
160,36,1211.00,428.00,516.00,232.00,1,-1,-1,-1
160,37,542.00,364.00,394.00,158.00,1,-1,-1,-1
161,36,1305.00,427.00,511.00,233.00,1,-1,-1,-1
161,37,404.00,367.00,393.00,160.00,1,-1,-1,-1
162,36,1394.00,437.00,512.00,223.00,1,-1,-1,-1
162,37,266.00,369.00,392.00,160.00,1,-1,-1,-1
163,36,1495.00,433.00,425.00,225.00,1,-1,-1,-1
163,37,128.00,372.00,391.00,160.00,1,-1,-1,-1
164,37,21.00,391.00,337.00,131.00,1,-1,-1,-1
171,11,0.00,479.00,570.00,292.00,1,-1,-1,-1
172,11,0.00,478.00,688.00,292.00,1,-1,-1,-1
173,11,68.00,476.00,720.00,292.00,1,-1,-1,-1
174,11,126.00,476.00,794.00,296.00,1,-1,-1,-1
175,11,277.00,470.00,780.00,306.00,1,-1,-1,-1
176,11,401.00,465.00,809.00,314.00,1,-1,-1,-1
177,11,529.00,468.00,833.00,307.00,1,-1,-1,-1
178,11,550.00,472.00,853.00,307.00,1,-1,-1,-1
179,11,729.00,473.00,788.00,299.00,1,-1,-1,-1
180,11,898.00,465.00,752.00,299.00,1,-1,-1,-1
181,11,1027.00,454.00,756.00,307.00,1,-1,-1,-1
182,11,1156.00,442.00,759.00,314.00,1,-1,-1,-1
183,11,1272.00,464.00,648.00,289.00,1,-1,-1,-1
211,12,0.00,445.00,639.00,241.00,1,-1,-1,-1
212,12,173.00,441.00,660.00,243.00,1,-1,-1,-1
213,12,381.00,437.00,668.00,246.00,1,-1,-1,-1
214,12,589.00,433.00,675.00,250.00,1,-1,-1,-1
215,12,797.00,429.00,683.00,253.00,1,-1,-1,-1
216,12,1005.00,424.00,691.00,256.00,1,-1,-1,-1
217,12,1248.00,428.00,638.00,243.00,1,-1,-1,-1
239,13,0.00,533.00,495.00,254.00,1,-1,-1,-1
240,13,179.00,530.00,577.00,256.00,1,-1,-1,-1
241,13,435.00,525.00,594.00,263.00,1,-1,-1,-1
242,13,690.00,520.00,612.00,269.00,1,-1,-1,-1
243,13,946.00,515.00,629.00,276.00,1,-1,-1,-1
244,13,1216.00,518.00,581.00,263.00,1,-1,-1,-1
245,13,1481.00,516.00,439.00,259.00,1,-1,-1,-1
262,14,1558.00,366.00,354.00,135.00,1,-1,-1,-1
263,14,1395.00,360.00,402.00,146.00,1,-1,-1,-1
264,14,1259.00,362.00,400.00,146.00,1,-1,-1,-1
265,14,1123.00,363.00,398.00,146.00,1,-1,-1,-1
266,14,987.00,365.00,397.00,146.00,1,-1,-1,-1
267,14,851.00,367.00,395.00,146.00,1,-1,-1,-1
268,14,715.00,368.00,394.00,145.00,1,-1,-1,-1
269,14,579.00,370.00,392.00,145.00,1,-1,-1,-1
270,14,443.00,372.00,391.00,145.00,1,-1,-1,-1
271,14,307.00,373.00,388.00,145.00,1,-1,-1,-1
272,14,171.00,375.00,387.00,145.00,1,-1,-1,-1
273,14,35.00,377.00,386.00,145.00,1,-1,-1,-1
274,14,0.00,392.00,278.00,127.00,1,-1,-1,-1
289,15,0.00,506.00,616.00,295.00,1,-1,-1,-1
290,15,120.00,506.00,760.00,287.00,1,-1,-1,-1
291,15,335.00,495.00,822.00,305.00,1,-1,-1,-1
292,15,587.00,483.00,823.00,318.00,1,-1,-1,-1
293,15,870.00,483.00,767.00,306.00,1,-1,-1,-1
294,15,1136.00,496.00,753.00,293.00,1,-1,-1,-1
317,38,1678.00,358.00,242.00,117.00,1,-1,-1,-1
318,38,1559.00,357.00,328.00,121.00,1,-1,-1,-1
319,38,1417.00,350.00,367.00,133.00,1,-1,-1,-1
320,38,1299.00,353.00,366.00,132.00,1,-1,-1,-1
321,38,1181.00,356.00,365.00,131.00,1,-1,-1,-1
322,38,1063.00,358.00,364.00,130.00,1,-1,-1,-1
323,38,946.00,361.00,363.00,129.00,1,-1,-1,-1
324,38,828.00,364.00,362.00,128.00,1,-1,-1,-1
325,38,710.00,367.00,361.00,127.00,1,-1,-1,-1
326,38,592.00,370.00,360.00,126.00,1,-1,-1,-1
327,38,474.00,373.00,359.00,125.00,1,-1,-1,-1
328,38,356.00,375.00,357.00,123.00,1,-1,-1,-1
329,38,238.00,378.00,356.00,122.00,1,-1,-1,-1
330,38,120.00,381.00,355.00,121.00,1,-1,-1,-1
331,38,20.00,385.00,324.00,114.00,1,-1,-1,-1
338,17,53.00,479.00,537.00,201.00,1,-1,-1,-1
339,16,1546.00,348.00,374.00,154.00,1,-1,-1,-1
339,17,267.00,464.00,608.00,226.00,1,-1,-1,-1
340,16,1436.00,348.00,380.00,155.00,1,-1,-1,-1
340,17,520.00,460.00,611.00,227.00,1,-1,-1,-1
341,16,1325.00,348.00,386.00,155.00,1,-1,-1,-1
341,17,773.00,457.00,613.00,228.00,1,-1,-1,-1
342,16,1215.00,348.00,392.00,156.00,1,-1,-1,-1
342,17,1026.00,453.00,615.00,229.00,1,-1,-1,-1
343,16,1104.00,348.00,398.00,156.00,1,-1,-1,-1
343,17,1320.00,471.00,546.00,199.00,1,-1,-1,-1
344,16,986.00,349.00,398.00,156.00,1,-1,-1,-1
345,16,868.00,350.00,397.00,157.00,1,-1,-1,-1
346,16,750.00,351.00,397.00,157.00,1,-1,-1,-1
347,16,632.00,352.00,396.00,158.00,1,-1,-1,-1
348,16,514.00,353.00,396.00,158.00,1,-1,-1,-1
349,16,400.00,356.00,391.00,159.00,1,-1,-1,-1
349,55,1632.00,351.00,288.00,120.00,1,-1,-1,-1
350,16,286.00,360.00,386.00,160.00,1,-1,-1,-1
350,55,1504.00,349.00,339.00,124.00,1,-1,-1,-1
351,16,171.00,363.00,381.00,160.00,1,-1,-1,-1
351,55,1367.00,350.00,343.00,124.00,1,-1,-1,-1
352,16,57.00,366.00,376.00,161.00,1,-1,-1,-1
352,55,1230.00,350.00,348.00,124.00,1,-1,-1,-1
353,16,0.00,369.00,318.00,160.00,1,-1,-1,-1
353,55,1093.00,351.00,352.00,124.00,1,-1,-1,-1
354,55,945.00,352.00,356.00,136.00,1,-1,-1,-1
355,55,813.00,354.00,362.00,136.00,1,-1,-1,-1
356,18,0.00,530.00,569.00,241.00,1,-1,-1,-1
356,55,679.00,356.00,367.00,135.00,1,-1,-1,-1
357,18,185.00,527.00,649.00,245.00,1,-1,-1,-1
357,55,552.00,360.00,358.00,133.00,1,-1,-1,-1
358,18,445.00,511.00,675.00,266.00,1,-1,-1,-1
358,55,425.00,363.00,349.00,131.00,1,-1,-1,-1
359,18,704.00,494.00,701.00,287.00,1,-1,-1,-1
359,55,298.00,367.00,339.00,129.00,1,-1,-1,-1
360,18,950.00,490.00,718.00,288.00,1,-1,-1,-1
360,55,171.00,370.00,330.00,127.00,1,-1,-1,-1
361,18,1238.00,502.00,656.00,259.00,1,-1,-1,-1
361,55,44.00,374.00,321.00,125.00,1,-1,-1,-1
363,39,1606.00,323.00,314.00,147.00,1,-1,-1,-1
364,39,1482.00,329.00,341.00,142.00,1,-1,-1,-1
365,39,1337.00,328.00,348.00,147.00,1,-1,-1,-1
366,39,1192.00,328.00,355.00,153.00,1,-1,-1,-1
367,39,1047.00,327.00,362.00,158.00,1,-1,-1,-1
368,39,902.00,326.00,368.00,163.00,1,-1,-1,-1
369,39,757.00,326.00,375.00,169.00,1,-1,-1,-1
370,39,612.00,325.00,382.00,174.00,1,-1,-1,-1
371,39,474.00,327.00,384.00,173.00,1,-1,-1,-1
372,39,335.00,330.00,387.00,172.00,1,-1,-1,-1
373,39,212.00,340.00,364.00,162.00,1,-1,-1,-1
374,19,1479.00,341.00,426.00,158.00,1,-1,-1,-1
374,39,88.00,349.00,341.00,151.00,1,-1,-1,-1
375,19,1327.00,338.00,438.00,166.00,1,-1,-1,-1
